PerformanceID,CampaignID,AdFormat,Impressions,Clicks,Cost,CampaignName,Objective,StartDate,EndDate,Budget,TargetGender,TargetAgeGroup,TargetInterests,AdPlatform,Company,CampaignDurationDays,CPM,CPC,CTR,CostPerDay,Year,Month,MonthNum
ADP-560,CAMP-220,Image Ad,153694,1571,3470.92,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,22.58,2.2094,1.022160917,150.9096,2024,Jun,6
ADP-561,CAMP-220,Story Ad,217816,1033,4853.93,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,22.28,4.6989,0.474253498,211.0404,2024,Jun,6
ADP-562,CAMP-220,Carousel Ad,133211,664,3251.52,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,24.41,4.8969,0.498457335,141.3704,2024,Jun,6
ADP-563,CAMP-220,Video Ad,62269,862,1652.73,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,26.54,1.9173,1.384316434,71.8578,2024,Jun,6
ADP-564,CAMP-220,Story Ad,218558,1916,4746.65,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,21.72,2.4774,0.876655167,206.3761,2024,Jun,6
ADP-565,CAMP-220,Story Ad,59480,257,1488.34,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,25.02,5.7912,0.432078009,64.7104,2024,Jun,6
ADP-566,CAMP-220,Image Ad,194286,715,4941.48,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,25.43,6.9112,0.368014165,214.847,2024,Jun,6
ADP-567,CAMP-220,Video Ad,122121,411,2899.01,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,23.74,7.0536,0.336551453,126.0439,2024,Jun,6
ADP-568,CAMP-220,Image Ad,89750,1472,2357.27,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,26.26,1.6014,1.640111421,102.49,2024,Jun,6
ADP-569,CAMP-220,Image Ad,185431,299,4508.5,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,24.31,15.0786,0.161245962,196.0217,2024,Jun,6
ADP-570,CAMP-220,Image Ad,68832,748,1753.33,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,25.47,2.344,1.086703859,76.2317,2024,Jun,6
ADP-571,CAMP-220,Story Ad,162034,1106,3904.63,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,24.1,3.5304,0.682572793,169.7665,2024,Jun,6
ADP-572,CAMP-220,Image Ad,175317,859,4052.1,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,23.11,4.7172,0.489969598,176.1783,2024,Jun,6
ADP-573,CAMP-220,Carousel Ad,176448,681,4723.46,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,26.77,6.9361,0.385949402,205.3678,2024,Jun,6
ADP-574,CAMP-220,Video Ad,35133,1572,1045.52,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,29.76,0.6651,4.474425754,45.4574,2024,Jun,6
ADP-575,CAMP-220,Video Ad,84043,1008,2091.9,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,24.89,2.0753,1.199386029,90.9522,2024,Jun,6
ADP-576,CAMP-220,Video Ad,54361,1837,1557.85,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,28.66,0.848,3.379260867,67.7326,2024,Jun,6
ADP-577,CAMP-220,Carousel Ad,140002,994,3569.81,Winter Sales Campaign,Sales,2/6/2024,25/6/2024,250485.89,Male,35-44,"art, travel",Instagram,Puget Energy,23,25.5,3.5914,0.709989857,155.2091,2024,Jun,6
ADP-578,CAMP-221,Carousel Ad,377616,1227,4969.14,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,13.16,4.0498,0.324933266,112.935,2024,Aug,8
ADP-579,CAMP-221,Story Ad,251883,1201,2618.49,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,10.4,2.1803,0.476808677,59.5111,2024,Aug,8
ADP-580,CAMP-221,Carousel Ad,81785,1517,1187.58,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,14.52,0.7828,1.854863361,26.9905,2024,Aug,8
ADP-581,CAMP-221,Story Ad,250078,1064,2369.79,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9.48,2.2272,0.425467254,53.8589,2024,Aug,8
ADP-582,CAMP-221,Story Ad,123977,1819,1572.58,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.68,0.8645,1.467207627,35.7405,2024,Aug,8
ADP-583,CAMP-221,Carousel Ad,222378,1351,3351.03,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,15.07,2.4804,0.607524126,76.1598,2024,Aug,8
ADP-584,CAMP-221,Video Ad,134120,954,1612.12,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.02,1.6899,0.71130331,36.6391,2024,Aug,8
ADP-585,CAMP-221,Video Ad,150888,511,2533.39,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,16.79,4.9577,0.338661789,57.577,2024,Aug,8
ADP-586,CAMP-221,Image Ad,123101,624,1258.01,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,10.22,2.016,0.506900838,28.5911,2024,Aug,8
ADP-587,CAMP-221,Carousel Ad,208743,1372,2725.33,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,13.06,1.9864,0.657267549,61.9393,2024,Aug,8
ADP-588,CAMP-221,Story Ad,282271,164,3205.71,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.36,19.547,0.058100194,72.857,2024,Aug,8
ADP-589,CAMP-221,Carousel Ad,272804,1211,3433.09,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.58,2.8349,0.443908447,78.0248,2024,Aug,8
ADP-590,CAMP-221,Image Ad,349072,1288,3191.74,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9.14,2.4781,0.36897832,72.5395,2024,Aug,8
ADP-591,CAMP-221,Carousel Ad,159951,832,2428.1,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,15.18,2.9184,0.520159299,55.1841,2024,Aug,8
ADP-592,CAMP-221,Story Ad,249087,756,2241.82,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9,2.9654,0.303508413,50.9505,2024,Aug,8
ADP-593,CAMP-221,Image Ad,147106,1183,1479.98,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,10.06,1.251,0.804182018,33.6359,2024,Aug,8
ADP-594,CAMP-221,Story Ad,120952,1399,1498.37,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.39,1.071,1.156657186,34.0539,2024,Aug,8
ADP-595,CAMP-221,Carousel Ad,380308,981,4705.13,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.37,4.7963,0.25794882,106.9348,2024,Aug,8
ADP-596,CAMP-221,Carousel Ad,102151,1634,1567.19,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,15.34,0.9591,1.59959276,35.618,2024,Aug,8
ADP-597,CAMP-221,Story Ad,345668,622,4098.42,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.86,6.5891,0.179941447,93.1459,2024,Aug,8
ADP-598,CAMP-221,Story Ad,202755,677,1930.13,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9.52,2.851,0.33390052,43.8666,2024,Aug,8
ADP-599,CAMP-221,Carousel Ad,337422,646,3561.77,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,10.56,5.5136,0.191451654,80.9493,2024,Aug,8
ADP-600,CAMP-221,Image Ad,249805,1097,3432.4,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,13.74,3.1289,0.439142531,78.0091,2024,Aug,8
ADP-601,CAMP-221,Story Ad,161384,1895,1367.07,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,8.47,0.7214,1.174218014,31.0698,2024,Aug,8
ADP-602,CAMP-221,Image Ad,121687,182,1533.31,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.6,8.4248,0.149564045,34.848,2024,Aug,8
ADP-603,CAMP-221,Image Ad,217800,889,2492.27,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.44,2.8035,0.408172635,56.6425,2024,Aug,8
ADP-604,CAMP-221,Video Ad,241243,1167,3871.71,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,16.05,3.3177,0.483744606,87.9934,2024,Aug,8
ADP-605,CAMP-221,Image Ad,373922,645,4656.47,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.45,7.2193,0.172495868,105.8289,2024,Aug,8
ADP-606,CAMP-221,Video Ad,285038,1889,4382.58,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,15.38,2.3201,0.662718655,99.6041,2024,Aug,8
ADP-607,CAMP-221,Carousel Ad,279115,1163,3684.19,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,13.2,3.1678,0.416674131,83.7316,2024,Aug,8
ADP-608,CAMP-221,Story Ad,217147,699,2684.19,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.36,3.84,0.321901753,61.0043,2024,Aug,8
ADP-609,CAMP-221,Image Ad,466134,1844,4412.09,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9.47,2.3927,0.3955944,100.2748,2024,Aug,8
ADP-610,CAMP-221,Video Ad,228724,1535,2934.44,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.83,1.9117,0.671114531,66.6918,2024,Aug,8
ADP-611,CAMP-221,Video Ad,187194,1825,2929.73,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,15.65,1.6053,0.97492441,66.5848,2024,Aug,8
ADP-612,CAMP-221,Story Ad,289688,779,2805.38,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9.68,3.6013,0.26891,63.7586,2024,Aug,8
ADP-613,CAMP-221,Image Ad,129087,1815,1537.14,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.91,0.8469,1.406028492,34.935,2024,Aug,8
ADP-614,CAMP-221,Video Ad,132278,1588,1896.82,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,14.34,1.1945,1.200501973,43.1095,2024,Aug,8
ADP-615,CAMP-221,Image Ad,307157,1640,3579.8,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.65,2.1828,0.533928903,81.3591,2024,Aug,8
ADP-616,CAMP-221,Image Ad,373042,1727,4151.04,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.13,2.4036,0.462950552,94.3418,2024,Aug,8
ADP-617,CAMP-221,Story Ad,238394,1581,2885.21,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,12.1,1.8249,0.663187832,65.573,2024,Aug,8
ADP-618,CAMP-221,Story Ad,233379,1915,2291.64,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,9.82,1.1967,0.820553692,52.0827,2024,Aug,8
ADP-619,CAMP-221,Carousel Ad,102089,1170,1466.59,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,14.37,1.2535,1.146058831,33.3316,2024,Aug,8
ADP-620,CAMP-221,Carousel Ad,97697,476,1171.4,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.99,2.4609,0.487220693,26.6227,2024,Aug,8
ADP-621,CAMP-221,Carousel Ad,179367,1464,2131.37,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.88,1.4559,0.81620365,48.4402,2024,Aug,8
ADP-622,CAMP-221,Carousel Ad,423606,445,4728.98,Summer Lead Generation Campaign,Engagement,4/8/2024,17/9/2024,352520.66,All,25-34,art,Instagram,Evercore,44,11.16,10.6269,0.105050448,107.4768,2024,Aug,8
ADP-623,CAMP-222,Carousel Ad,428652,1501,4526.23,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.56,3.0155,0.350167502,156.0769,2024,Nov,11
ADP-624,CAMP-222,Image Ad,187137,516,1608.97,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.6,3.1182,0.275733821,55.4817,2024,Nov,11
ADP-625,CAMP-222,Video Ad,128697,964,1765.11,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,13.72,1.831,0.749046209,60.8659,2024,Nov,11
ADP-626,CAMP-222,Story Ad,440114,620,4925.78,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,11.19,7.9448,0.140872592,169.8545,2024,Nov,11
ADP-627,CAMP-222,Story Ad,501798,1990,4023.58,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.02,2.0219,0.39657392,138.7441,2024,Nov,11
ADP-628,CAMP-222,Story Ad,222336,1027,1820.96,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.19,1.7731,0.4619135,62.7917,2024,Nov,11
ADP-629,CAMP-222,Image Ad,400880,1986,4177.57,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.42,2.1035,0.495410098,144.0541,2024,Nov,11
ADP-630,CAMP-222,Image Ad,339745,1331,3948.84,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,11.62,2.9668,0.391764412,136.1669,2024,Nov,11
ADP-631,CAMP-222,Image Ad,166590,1251,2146.19,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,12.88,1.7156,0.750945435,74.0066,2024,Nov,11
ADP-632,CAMP-222,Carousel Ad,229062,810,2837.05,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,12.39,3.5025,0.353616052,97.8293,2024,Nov,11
ADP-633,CAMP-222,Story Ad,304992,1502,2609.67,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.56,1.7375,0.492471934,89.9886,2024,Nov,11
ADP-634,CAMP-222,Story Ad,645502,1272,4875.41,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,7.55,3.8329,0.197055935,168.1176,2024,Nov,11
ADP-635,CAMP-222,Carousel Ad,467900,1750,4944.61,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.57,2.8255,0.374011541,170.5038,2024,Nov,11
ADP-636,CAMP-222,Image Ad,223161,1336,2039.12,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,9.14,1.5263,0.598670915,70.3145,2024,Nov,11
ADP-637,CAMP-222,Image Ad,267295,1816,2378.18,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.9,1.3096,0.679399166,82.0062,2024,Nov,11
ADP-638,CAMP-222,Carousel Ad,217034,1677,2078.72,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,9.58,1.2395,0.772689993,71.68,2024,Nov,11
ADP-639,CAMP-222,Video Ad,305842,1971,4191.52,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,13.7,2.1266,0.644450402,144.5352,2024,Nov,11
ADP-640,CAMP-222,Story Ad,533972,527,4543.42,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.51,8.6213,0.098694314,156.6697,2024,Nov,11
ADP-641,CAMP-222,Story Ad,358000,1415,4424.39,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,12.36,3.1268,0.395251397,152.5652,2024,Nov,11
ADP-642,CAMP-222,Image Ad,317241,1808,3415.67,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.77,1.8892,0.569913725,117.7817,2024,Nov,11
ADP-643,CAMP-222,Video Ad,282529,1836,4148.8,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,14.68,2.2597,0.649844795,143.0621,2024,Nov,11
ADP-644,CAMP-222,Carousel Ad,175315,456,1787.26,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.19,3.9194,0.260103243,61.6297,2024,Nov,11
ADP-645,CAMP-222,Carousel Ad,133783,403,1909.97,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,14.28,4.7394,0.301234088,65.861,2024,Nov,11
ADP-646,CAMP-222,Image Ad,228469,1096,2388.51,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.45,2.1793,0.479714972,82.3624,2024,Nov,11
ADP-647,CAMP-222,Carousel Ad,187511,1223,2681.4,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,14.3,2.1925,0.652228403,92.4621,2024,Nov,11
ADP-648,CAMP-222,Story Ad,350869,612,3563.91,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.16,5.8234,0.174424073,122.8934,2024,Nov,11
ADP-649,CAMP-222,Story Ad,250374,1825,2399.01,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,9.58,1.3145,0.728909551,82.7245,2024,Nov,11
ADP-650,CAMP-222,Image Ad,414709,926,4231.01,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,10.2,4.5691,0.223289102,145.8969,2024,Nov,11
ADP-651,CAMP-222,Image Ad,333332,866,2973.93,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,8.92,3.4341,0.259801039,102.5493,2024,Nov,11
ADP-652,CAMP-222,Carousel Ad,122833,207,1201.63,Product Launch Reach Campaign,Brand Awareness,13/11/2024,12/12/2024,341021.45,Male,35-44,finance,Facebook,Atkore,29,9.78,5.805,0.168521489,41.4355,2024,Nov,11
ADP-653,CAMP-223,Carousel Ad,125827,1850,2371.4,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,18.85,1.2818,1.470272676,169.3857,2024,Jul,7
ADP-654,CAMP-223,Story Ad,154252,1124,2015.52,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,13.07,1.7932,0.728677748,143.9657,2024,Jul,7
ADP-655,CAMP-223,Image Ad,219637,567,3478.93,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,15.84,6.1357,0.258153226,248.495,2024,Jul,7
ADP-656,CAMP-223,Story Ad,204073,1443,2572.19,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,12.6,1.7825,0.70709991,183.7279,2024,Jul,7
ADP-657,CAMP-223,Image Ad,299109,238,3529.51,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,11.8,14.8299,0.079569655,252.1079,2024,Jul,7
ADP-658,CAMP-223,Video Ad,234385,1288,4348.86,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,18.55,3.3764,0.54952322,310.6329,2024,Jul,7
ADP-659,CAMP-223,Image Ad,116141,303,1357.63,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,11.69,4.4806,0.260889781,96.9736,2024,Jul,7
ADP-660,CAMP-223,Carousel Ad,245168,145,3455.7,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,14.1,23.8324,0.059143118,246.8357,2024,Jul,7
ADP-661,CAMP-223,Image Ad,215937,512,3118,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,14.44,6.0898,0.237106193,222.7143,2024,Jul,7
ADP-662,CAMP-223,Video Ad,260902,1222,4280.18,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,16.41,3.5026,0.468375099,305.7271,2024,Jul,7
ADP-663,CAMP-223,Video Ad,53499,1034,1121.35,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,20.96,1.0845,1.932746406,80.0964,2024,Jul,7
ADP-664,CAMP-223,Story Ad,367612,1435,4010.91,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,10.91,2.7951,0.390357224,286.4936,2024,Jul,7
ADP-665,CAMP-223,Story Ad,212515,1940,3142.39,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,14.79,1.6198,0.912876738,224.4564,2024,Jul,7
ADP-666,CAMP-223,Carousel Ad,272546,1994,4589.11,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,16.84,2.3015,0.731619617,327.7936,2024,Jul,7
ADP-667,CAMP-223,Video Ad,89706,1708,1759.95,Q3 Engagement Campaign,Sales,3/7/2024,17/7/2024,413050.36,All,18-24,news,Facebook,Broadcom,14,19.62,1.0304,1.903997503,125.7107,2024,Jul,7
ADP-668,CAMP-224,Story Ad,262805,799,2530.41,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,9.63,3.167,0.304027701,93.7189,2024,Aug,8
ADP-669,CAMP-224,Carousel Ad,201685,1620,2745.52,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,13.61,1.6948,0.803232764,101.6859,2024,Aug,8
ADP-670,CAMP-224,Carousel Ad,302468,1446,4008.48,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,13.25,2.7721,0.478067101,148.4622,2024,Aug,8
ADP-671,CAMP-224,Image Ad,338649,1953,3891.84,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,11.49,1.9927,0.576703312,144.1422,2024,Aug,8
ADP-672,CAMP-224,Carousel Ad,99118,426,1516.6,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,15.3,3.5601,0.429790754,56.1704,2024,Aug,8
ADP-673,CAMP-224,Video Ad,82748,1623,1443.57,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,17.45,0.8894,1.96137671,53.4656,2024,Aug,8
ADP-674,CAMP-224,Story Ad,357953,1410,3589.16,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,10.03,2.5455,0.393906463,132.9319,2024,Aug,8
ADP-675,CAMP-224,Video Ad,195829,1444,3018.84,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,15.42,2.0906,0.737378019,111.8089,2024,Aug,8
ADP-676,CAMP-224,Story Ad,144641,1098,1670.34,Winter Sales Campaign,Traffic,1/8/2024,28/8/2024,146390.39,Female,All,technology,Facebook,Atkore,27,11.55,1.5213,0.759120858,61.8644,2024,Aug,8
